coragyps_atratus,ardea_alba,buteo_albicaudatus,gypohierax,harpya,milvago_chimachima,trigonoceps,aix,buteogallus,eudocimus,platalea,sarcorhamphus,vultur
,,,,,,,AST,,SCL,OBS,,
,,,,,,,OBS,,AST,NAL,,
,,,,,,,CBA,,OBS,PRT,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,NAL,,AST,ACA,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,NAL,,ACE,ACG,,
,,,,,,,AUR,,SCL,ACA,,
,,,,,,,LCD,,ACE,OBS,,
,,,,,,,OBS,,OBS,NAL,,
,,,,,,,AST,,NAL,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,ACG,,AST,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,ACG,,AST,,,
,,,,,,,OBS,,AUR,,,
,,,,,,,ACG,,SCL,,,
,,,,,,,OBS,,AUR,,,
,,,,,,,NAL,,OBS,,,
,,,,,,,ACG,,AUR,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,AST,,ACG,PRT,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AST,,SCL,NAL,,
,,,,,,,OBS,,ACG,OBS,,
,,,,,,,AST,,SCL,AST,,
,,,,,,,OBS,,AST,ACD,,
,,,,,,,ACG,,SCL,AST,,
,,,,,,,OBS,,AST,ACD,,
,,,,,,,NAL,,OBS,AUR,,
,,,,,,,ACG,,AST,OBS,,
,,,,,,,OBS,,SCL,AST,,
,,,,,,,AST,,AST,OBS,,
,,,,,,,OBS,,SCL,AST,,
,,,,,,,NAL,,AST,OBS,,
,,,,,,,AST,,SCL,AST,,
,,,,,,,OBS,,ACE,OBS,,
,,,,,,,ACD,,SCL,PRT,,
,,,,,,,AST,,ACE,OBS,,
,,,,,,,OBS,,OBS,PRT,,
,,,,,,,AST,,NAL,OBS,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,ACD,,ACG,OBS,,
,,,,,,,OBS,,AST,AUR,,
,,,,,,,ACD,,OBS,OBS,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,ACD,,AST,OBS,,
,,,,,,,OBS,,NAL,AST,,
,,,,,,,ACA,,SCL,OBS,,
,,,,,,,OBS,,AST,PRT,,
,,,,,,,ACA,,APV,OBS,,
,,,,,,,OBS,,OBS,PRT,,
,,,,,,,NAL,,SCL,OBS,,
,,,,,,,ACG,,PRT,AUR,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,ACG,,NAL,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,ACG,,NAL,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,ACG,,ACE,,,
,,,,,,,OBS,,AST,,,
,,,,,,,AUR,,OBS,,,
,,,,,,,ACG,,AST,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,LCD,,ACE,,,
,,,,,,,ACG,,OBS,,,
,,,,,,,OBS,,NAL,OBS,,
,,,,,,,ACG,,OBS,NAL,,
,,,,,,,OBS,,SAC,SCL,,
,,,,,,,ACG,,SCL,ACD,,
,,,,,,,OBS,,AST,OBS,,
,,,,,,,ACG,,SCL,NAL,,
,,,,,,,SCL,,ACG,OBS,,
,,,,,,,OBS,,AST,NAL,,
,,,,,,,ACG,,OBS,OBS,,
,,,,,,,OBS,,NAL,NAL,,
,,,,,,,ACA,,SCL,SCL,,
,,,,,,,OBS,,ACP,AST,,
,,,,,,,AUR,,OBS,OBS,,
,,,,,,,ACA,,NAL,NAL,,
,,,,,,,OBS,,OBS,AST,,
,,,,,,,AUR,,SCL,OBS,,
,,,,,,,ACA,,ACP,AST,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AUR,,SCL,NAL,,
,,,,,,,ACA,,ACE,,,
,,,,,,,ACG,,AST,,,
,,,,,,,OBS,,ACG,,,
,,,,,,,AUR,,OBS,,,
,,,,,,,ACA,,SCL,,,
,,,,,,,OBS,,PRT,,,
,,,,,,,ACP,,SCL,,,
,,,,,,,OBS,,PRT,,,
,,,,,,,AUR,,NAL,,,
,,,,,,,ACP,,PRT,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,AUR,,SCL,ACG,,
,,,,,,,ACP,,PRT,CBT,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,,OBS,,
,,,,,,,,,,SCL,,
,,,,,,,,,,ACG,,
,,,,,,,,,,CBT,,
,,,,,,,,,,SCL,,
,,,,,,,,,,OBS,,
,,,,,,,,,,CBT,,
,,,,,,,,,,SCL,,
,,,,,,,,,,ACG,,
,,,,,,,,,,CBT,,
,,,,,,,ACA,,,SCL,,
,,,,,,,OBS,,AST,OBS,,
,,,,,,,ACA,,OBS,ECA,,
,,,,,,,OBS,,NAL,CBT,,
,,,,,,,ACA,,SCL,SCL,,
,,,,,,,OBS,,PRT,ACA,,
,,,,,,,ACA,,SCL,ACG,,
,,,,,,,OBS,,PRT,CBT,,
,,,,,,,ACD,,SCL,OBS,,
,,,,,,,OBS,,ACA,CBT,,
,,,,,,,ACD,,NAL,OBS,,
,,,,,,,AST,,SCL,CBT,,
,,,,,,,OBS,,ACA,ACG,,
,,,,,,,ACD,,OBS,CBT,,
,,,,,,,OBS,,NAL,SCL,,
,,,,,,,ACA,,ACD,OBS,,
,,,,,,,OBS,,NAL,ACG,,
,,,,,,,AST,,SCL,CBT,,
,,,,,,,OBS,,NAL,SCL,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,AST,,NAL,SCL,,
,,,,,,,OBS,,ACD,OBS,,
,,,,,,,NAL,,OBS,SCL,,
,,,,,,,AST,,NAL,OBS,,
,,,,,,,OBS,,SCL,SCL,,
,,,,,,,ACD,,ACG,AST,,
,,,,,,,AST,,OBS,CBT,,
,,,,,,,OBS,,SCL,SCL,,
,,,,,,,AST,,ACG,,,
,,,,,,,ACD,,SCL,,,
,,,,,,,OBS,,ACG,,,
,,,,,,,ACD,,AST,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,NAL,,AST,,,
,,,,,,,AST,,SCL,,,
,,,,,,,OBS,,AST,,,
,,,,,,,NAL,,NAL,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,AUR,,ACG,,,
,,,,,,,OBS,,AST,ACA,,
,,,,,,,AUR,,OBS,OBS,,
,,,,,,,OBS,,SCL,PRT,,
,,,,,,,AUR,,ACP,OBS,,
,,,,,,,OBS,,OBS,SCL,,
,,,,,,,ACE,,SCL,OBS,,
,,,,,,,OBS,,ACP,SCL,,
,,,,,,,APV,,OBS,AST,,
,,,,,,,AST,,SCL,OBS,,
,,,,,,,OBS,,ACG,PRT,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,OBS,,SCL,PRT,,
,,,,,,,NAL,,ACD,OBS,,
,,,,,,,OBS,,AUR,NAL,,
,,,,,,,NAL,,SCL,OBS,,
,,,,,,,OBS,,ACE,SCL,,
,,,,,,,AUR,,OBS,AST,,
,,,,,,,ACG,,SCL,OBS,,
,,,,,,,OBS,,AST,ACD,,
,,,,,,,PRT,,OBS,OBS,,
,,,,,,,OBS,,AST,EMA,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,OBS,,NAL,EMA,,
,,,,,,,ACE,,SCL,PRT,,
,,,,,,,AST,,AST,OBS,,
,,,,,,,APV,,OBS,SCL,,
,,,,,,,AST,,ACG,OBS,,
,,,,,,,APV,,OBS,SCL,,
,,,,,,,OBS,,ACG,AST,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,OBS,,APV,NAL,,
,,,,,,,ACP,,OBS,OBS,,
,,,,,,,OBS,,APV,AUR,,
,,,,,,,ACG,,OBS,OBS,,
,,,,,,,OBS,,APV,EMA,,
,,,,,,,NAL,,OBS,OBS,,
,,,,,,,AST,,SCL,EMA,,
,,,,,,,APV,,ACD,SCL,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,APV,,APV,NAL,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,ACE,,ACE,SCL,,
,,,,,,,OBS,,PRT,PRT,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,OBS,,AST,,,
,,,,,,,AUR,,PRT,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,ACG,,PRT,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,AUR,,PRT,,,
,,,,,,,ACG,,OBS,,,
,,,,,,,OBS,,ACA,,,
,,,,,,,NAL,,OBS,,,
,,,,,,,ACG,,ACA,,,
,,,,,,,OBS,,ACP,,,
,,,,,,,NAL,,OBS,ACD,,
,,,,,,,AST,,ACG,APV,,
,,,,,,,OBS,,ACE,OBS,,
,,,,,,,AST,,ACG,APV,,
,,,,,,,OBS,,AST,NAL,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,OBS,,PRT,SCL,,
,,,,,,,AST,,OBS,PRT,,
,,,,,,,OBS,,NAL,OBS,,
,,,,,,,AST,,SCL,AST,,
,,,,,,,OBS,,AST,OBS,,
,,,,,,,AST,,OBS,AST,,
,,,,,,,OBS,,APV,OBS,,
,,,,,,,AUR,,NAL,AST,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AUR,,SCL,NAL,,
,,,,,,,OBS,,ACE,ACD,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,OBS,,ACE,AST,,
,,,,,,,ACE,,PRT,ACD,,
,,,,,,,OBS,,NAL,ACG,,
,,,,,,,ACE,,SCL,AST,,
,,,,,,,OBS,,AST,OBS,,
,,,,,,,NAL,,OBS,AUR,,
,,,,,,,ACE,,AST,NAL,,
,,,,,,,OBS,,ACD,OBS,,
,,,,,,,NAL,,OBS,NAL,,
,,,,,,,AST,,APV,OBS,,
,,,,,,,OBS,,OBS,NAL,,
,,,,,,,AST,,SCL,OBS,,
,,,,,,,OBS,,ACE,NAL,,
,,,,,,,AST,,PRT,OBS,,
,,,,,,,OBS,,OBS,,,
,,,,,,,AST,,AST,,,
,,,,,,,ACD,,PRT,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,NAL,,SAC,,,
,,,,,,,ACG,,AST,,,
,,,,,,,OBS,,PRT,,,
,,,,,,,NAL,,AST,,,
,,,,,,,ACD,,OBS,,,
,,,,,,,AST,,NAL,,,
,,,,,,,ACE,,AST,,,
,,,,,,,OBS,,ACE,AST,,
,,,,,,,AST,,PRT,OBS,,
,,,,,,,OBS,,OBS,AST,,
,,,,,,,AST,,NAL,OBS,,
,,,,,,,OBS,,OBS,AST,,
,,,,,,,NAL,,ACE,SCL,,
,,,,,,,AST,,OBS,AUR,,
,,,,,,,OBS,,NAL,OBS,,
,,,,,,,CBA,,LIT,AUR,,
,,,,,,,AUR,,OBS,OBS,,
,,,,,,,OBS,,NAL,AUR,,
,,,,,,,PRT,,SCL,OBS,,
,,,,,,,OBS,,ACA,AUR,,
,,,,,,,NAL,,SCL,OBS,,
,,,,,,,OBS,,ACG,AUR,,
,,,,,,,NAL,,ACP,SCL,,
,,,,,,,OBS,,SCL,AUR,,
,,,,,,,AUR,,ACP,APV,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,NAL,,ACP,APV,,
,,,,,,,AST,,ACA,OBS,,
,,,,,,,AUR,,OBS,APV,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,AST,,ACE,APV,,
,,,,,,,OBS,,OBS,SCL,,
,,,,,,,AST,,ACE,PRT,,
,,,,,,,OBS,,AST,SCL,,
,,,,,,,AST,,OBS,AST,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,ACE,,APV,SCL,,
,,,,,,,OBS,,AST,PRT,,
,,,,,,,ACE,,APV,SCL,,
,,,,,,,OBS,,OBS,PRT,,
,,,,,,,AST,,ACE,OBS,,
,,,,,,,OBS,,PRT,NAL,,
,,,,,,,AST,,OBS,AUR,,
,,,,,,,OBS,,PRT,SCL,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,OBS,,PRT,SCL,,
,,,,,,,AST,,OBS,AST,,
,,,,,,,OBS,,AST,SCL,,
,,,,,,,AST,,OBS,AST,,
,,,,,,,ACE,,ACE,OBS,,
,,,,,,,NAL,,AST,SCL,,
,,,,,,,ACE,,OBS,PRT,,
,,,,,,,NAL,,ACE,OBS,,
,,,,,,,ACE,,PRT,SCL,,
,,,,,,,NAL,,OBS,OBS,,
,,,,,,,ACE,,NAL,SCL,,
,,,,,,,NAL,,AUR,AST,,
,,,,,,,ACE,,APV,OBS,,
,,,,,,,NAL,,LIT,AST,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,NAL,,NAL,SCL,,
,,,,,,,ACE,,OBS,AST,,
,,,,,,,NAL,,NAL,SCL,,
,,,,,,,ACE,,ACD,PRT,,
,,,,,,,NAL,,OBS,OBS,,
,,,,,,,ACE,,PRT,SCL,,
,,,,,,,OBS,,OBS,PRT,,
,,,,,,,ACE,,SCL,OBS,,
,,,,,,,OBS,,ACG,SAC,,
,,,,,,,AUR,,ACD,NAL,,
,,,,,,,OBS,,OBS,AUR,,
,,,,,,,AUR,,ACG,SAC,,
,,,,,,,OBS,,OBS,NAL,,
,,,,,,,AUR,,ACG,SCL,,
,,,,,,,ACA,,OBS,AUR,,
,,,,,,,OBS,,NAL,ACP,,
,,,,,,,NAL,,ACG,AUR,,
,,,,,,,ECA,,OBS,NAL,,
,,,,,,,AUR,,AST,SCL,,
,,,,,,,OBS,,OBS,AUR,,
,,,,,,,ECA,,AST,APV,,
,,,,,,,OBS,,OBS,SCL,,
,,,,,,,ACA,,AUR,AST,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,ACA,,ACG,SCL,,
,,,,,,,AUR,,AUR,AST,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AUR,,LIT,SCL,,
,,,,,,,OBS,,OBS,AST,,
,,,,,,,NAL,,LIT,OBS,,
,,,,,,,OBS,,AUR,NAL,,
,,,,,,,AST,,LIT,SCL,,
,,,,,,,OBS,,ACA,ACE,,
,,,,,,,AST,,ACG,PRT,,
,,,,,,,OBS,,AUR,OBS,,
,,,,,,,AST,,LIT,SCL,,
,,,,,,,OBS,,ACG,AST,,
,,,,,,,AST,,NAL,OBS,,
,,,,,,,AUR,,AUR,SCL,,
,,,,,,,OBS,,ACA,APV,,
,,,,,,,AUR,,LIT,SCL,,
,,,,,,,,,OBS,PRT,,
,,,,,,,,,LIT,NAL,,
,,,,,,,,,ACP,OBS,,
,,,,,,,,,ACG,NAL,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,APV,AUR,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,AUR,PRT,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AUR,PRT,,
,,,,,,,,,ACG,OBS,,
,,,,,,,AST,,OBS,SCL,,
,,,,,,,ACE,,PRT,OBS,,
,,,,,,,OBS,,OBS,SCL,,
,,,,,,,NAL,,PRT,PRT,,
,,,,,,,ACE,,OBS,CBT,,
,,,,,,,OBS,,ACG,OBS,,
,,,,,,,NAL,,,SCL,,
,,,,,,,AST,,,AST,,
,,,,,,,OBS,,,CBT,,
,,,,,,,APV,,,SCL,,
,,,,,,,OBS,,,AST,,
,,,,,,,ACE,,,SCL,,
,,,,,,,OBS,,,AST,,
,,,,,,,NAL,,,OBS,,
,,,,,,,ACE,,,SCL,,
,,,,,,,OBS,,,OBS,,
,,,,,,,ACE,,,SCL,,
,,,,,,,AST,,AST,ACD,,
,,,,,,,OBS,,PRT,PRT,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,AST,,PRT,SCL,,
,,,,,,,OBS,,SCL,ACG,,
,,,,,,,NAL,,PRT,OBS,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,ACP,,SCL,,,
,,,,,,,OBS,,PRT,,,
,,,,,,,ACE,,NAL,,,
,,,,,,,ACP,,AUR,,,
,,,,,,,OBS,,NAL,,,
,,,,,,,ACG,,LIT,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,ACE,,APV,,,
,,,,,,,AST,,OBS,,,
,,,,,,,ACE,,APV,,,
,,,,,,,OBS,,SCL,,,
,,,,,,,ACE,,APV,AST,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AST,,APV,APV,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AST,,NAL,AST,,
,,,,,,,OBS,,APV,OBS,,
,,,,,,,APV,,OBS,ECA,,
,,,,,,,OBS,,NAL,OBS,,
,,,,,,,AUR,,APV,ECA,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,AST,,SCL,ECA,,
,,,,,,,OBS,,APV,OBS,,
,,,,,,,AST,,OBS,ECA,,
,,,,,,,OBS,,SCL,LCD,,
,,,,,,,AST,,APV,OBS,,
,,,,,,,AUR,,OBS,AUR,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,NAL,,AST,AUR,,
,,,,,,,OBS,,NAL,EMA,,
,,,,,,,ACE,,AUR,OBS,,
,,,,,,,ACP,,SAC,EMA,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,ACE,,NAL,EMA,,
,,,,,,,OBS,,APV,OBS,,
,,,,,,,NAL,,OBS,EMA,,
,,,,,,,AST,,SCL,OBS,,
,,,,,,,ACE,,APV,PRT,,
,,,,,,,NAL,,OBS,AST,,
,,,,,,,OBS,,APV,PRT,,
,,,,,,,AUR,,OBS,AST,,
,,,,,,,OBS,,NAL,OBS,,
,,,,,,,ACE,,APV,SAC,,
,,,,,,,OBS,,OBS,AUR,,
,,,,,,,ACE,,SCL,NAL,,
,,,,,,,OBS,,APV,OBS,,
,,,,,,,ACE,,OBS,AST,,
,,,,,,,OBS,,SCL,OBS,,
,,,,,,,NAL,,APV,AST,,
,,,,,,,ACE,,SCL,ACG,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,NAL,,APV,ACG,,
,,,,,,,ACE,,OBS,OBS,,
,,,,,,,OBS,,SCL,ACG,,
,,,,,,,AUR,,APV,OBS,,
,,,,,,,OBS,,OBS,SCL,,
,,,,,,,ACG,,NAL,ECA,,
,,,,,,,OBS,,AUR,AST,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,ACE,,SCL,AST,,
,,,,,,,ACP,,AST,OBS,,
,,,,,,,OBS,,OBS,AST,,
,,,,,,,ACD,,SCL,PRT,,
,,,,,,,OBS,,AST,AST,,
,,,,,,,AUR,,OBS,OBS,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,AUR,,AST,SCL,,
,,,,,,,OBS,,PRT,OBS,,
,,,,,,,AUR,,AST,NAL,,
,,,,,,,OBS,,OBS,ACG,,
,,,,,,,AUR,,SCL,OBS,,
,,,,,,,OBS,,ACE,ACG,,
,,,,,,,AUR,,PRT,OBS,,
,,,,,,,OBS,,OBS,PRT,,
,,,,,,,AUR,,PRT,OBS,,
,,,,,,,ACA,,NAL,PRT,,
,,,,,,,OBS,,PRT,OBS,,
,,,,,,,NAL,,OBS,ACG,,
,,,,,,,OBS,,NAL,AST,,
,,,,,,,AST,,SCL,OBS,,
,,,,,,,APV,,AST,AST,,
,,,,,,,AST,,ACA,APV,,
,,,,,,,OBS,,OBS,OBS,,
,,,,,,,ACE,,NAL,PRT,,
,,,,,,,ACP,,SCL,OBS,,
,,,,,,,OBS,,ACA,AST,,
,,,,,,,ACD,,LIT,OBS,,
,,,,,,,AST,,OBS,NAL,,
,,,,,,,PRT,,SCL,OBS,,
,,,,,,,OBS,,NAL,AUR,,
,,,,,,,PRT,,SCL,OBS,,
,,,,,,,OBS,,APV,PRT,,
,,,,,,,ACP,,SCL,OBS,,
,,,,,,,ACA,,APV,NAL,,
,,,,,,,OBS,,SCL,,,
,,,,,,,ACA,,APV,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,LIT,,SCL,,,
,,,,,,,OBS,,APV,,,
,,,,,,,NAL,,OBS,,,
,,,,,,,AUR,,NAL,,,
,,,,,,,OBS,,OBS,,,
,,,,,,,AUR,,NAL,,,
,,,,,,,ACP,,AUR,,,
,,,,,,,ACE,,OBS,,,
,,,,,,,ACP,,LIT,CBT,,
,,,,,,,OBS,,OBS,NAL,,
,,,,,,,NAL,,LIT,OBS,,
,,,,,,,ACP,,OBS,CBT,,
,,,,,,,OBS,,LIT,OBS,,
,,,,,,,ACP,,OBS,CBT,,
,,,,,,,OBS,,SCL,NAL,,
,,,,,,,ACP,,OBS,PRT,,
,,,,,,,OBS,,SCL,CBT,,
,,,,,,,LIT,,ACG,PRT,,
,,,,,,,OBS,,NAL,CBT,,
,,,,,,,ACG,,SCL,SCL,,
,,,,,,,OBS,,NAL,PRT,,
,,,,,,,AST,,ACG,CBT,,
,,,,,,,ACD,,OBS,SCL,,
,,,,,,,AST,,SCL,PRT,,
,,,,,,,OBS,,ACA,AUR,,
,,,,,,,AST,,ACG,CBT,,
,,,,,,,OBS,,ACP,NAL,,
,,,,,,,AST,,SCL,OBS,,
,,,,,,,OBS,,ACD,CBT,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,OBS,,SCL,CBT,,
,,,,,,,AST,,ACD,PRT,,
,,,,,,,OBS,,OBS,AUR,,
,,,,,,,AST,,SCL,CBT,,
,,,,,,,OBS,,PRT,OBS,,
,,,,,,,NAL,,OBS,CBT,,
,,,,,,,APV,,LIT,OBS,,
,,,,,,,OBS,,CBA,CBT,,
,,,,,,,AST,,OBS,OBS,,
,,,,,,,,,SCL,CBT,,
,,,,,,,,,PRT,OBS,,
,,,,,,,,,OBS,NAL,,
,,,,,,,,,SCL,ACD,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,PRT,ACD,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,CBT,,
,,,,,,,,,PRT,PRT,,
,,,,,,,,,NAL,CBT,,
,,,,,,,,,PRT,PRT,,
,,,,,,,,,OBS,CBT,,
,,,,,,,,,SCL,OBS,,
,,,,,,,,,NAL,PRT,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,PRT,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,SCL,ACG,,
,,,,,,,,,PRT,OBS,,
,,,,,,,,,ACE,NAL,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,SCL,ACD,,
,,,,,,,,,ACE,AUR,,
,,,,,,,,,PRT,OBS,,
,,,,,,,,,OBS,AUR,,
,,,,,,,,,SCL,OBS,,
,,,,,,,,,ACE,AUR,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,ACE,SCL,,
,,,,,,,,,AST,AST,,
,,,,,,,,,ACE,NAL,,
,,,,,,,,,PRT,AST,,
,,,,,,,,,OBS,NAL,,
,,,,,,,,,PRT,ACE,,
,,,,,,,,,ACE,OBS,,
,,,,,,,,,PRT,ECA,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,NAL,,
,,,,,,,,,PRT,,,
,,,,,,,,,LIT,,,
,,,,,,,,,OBS,,,
,,,,,,,,,SCL,,,
,,,,,,,,,APV,,,
,,,,,,,,,OBS,,,
,,,,,,,,,APV,,,
,,,,,,,,,OBS,,,
,,,,,,,,,APV,,,
,,,,,,,,,OBS,,,
,,,,,,,,,ACG,,,
,,,,,,,,,NAL,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,ACG,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,SCL,,
,,,,,,,,,PRT,AST,,
,,,,,,,,,SCL,AUR,,
,,,,,,,,,APV,AST,,
,,,,,,,,,AST,NAL,,
,,,,,,,,,ACE,AST,,
,,,,,,,,,PRT,APV,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,NAL,SCL,,
,,,,,,,,,ACG,NAL,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,LIT,NAL,,
,,,,,,,,,NAL,SCL,,
,,,,,,,,,ACG,ACG,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,NAL,,
,,,,,,,,,AST,SCL,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,ACE,NAL,,
,,,,,,,,,NAL,SCL,,
,,,,,,,,,OBS,ACG,,
,,,,,,,,,SCL,OBS,,
,,,,,,,,,AST,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AST,ACG,,
,,,,,,,,,NAL,OBS,,
,,,,,,,,,AST,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AST,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AST,ACG,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,ACG,ACG,,
,,,,,,,,,ACE,ACD,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,PRT,,,
,,,,,,,,,OBS,,,
,,,,,,,,,PRT,,,
,,,,,,,,,OBS,,,
,,,,,,,,,SCL,,,
,,,,,,,,,AUR,,,
,,,,,,,,,OBS,,,
,,,,,,,,,AUR,,,
,,,,,,,,,OBS,,,
,,,,,,,,,SCL,,,
,,,,,,,,,AST,,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,SCL,NAL,,
,,,,,,,,,ACG,SCL,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,SCL,OBS,,
,,,,,,,,,ACG,NAL,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,SCL,AUR,,
,,,,,,,,,PRT,NAL,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,SCL,NAL,,
,,,,,,,,,PRT,OBS,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,APV,ACE,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,APV,SCL,,
,,,,,,,,,OBS,PRT,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,PRT,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,SCL,,
,,,,,,,,,AST,AST,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AST,SCL,,
,,,,,,,,,PRT,AST,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,EMA,,
,,,,,,,,,AST,SCL,,
,,,,,,,,,ACA,AST,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,AST,EMA,,
,,,,,,,,,APV,AST,,
,,,,,,,,,OBS,OBS,,
,,,,,,,,,ACE,AUR,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,ACA,,
,,,,,,,,,AST,OBS,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,ACG,OBS,,
,,,,,,,,,OBS,LCD,,
,,,,,,,,,ACG,ECA,,
,,,,,,,,,OBS,NAL,,
,,,,,,,,,SCL,OBS,,
,,,,,,,,,ACP,SCL,,
,,,,,,,,,ACG,ACG,,
,,,,,,,,,ACD,PRT,,
,,,,,,,,,AUR,OBS,,
,,,,,,,,,OBS,AST,,
,,,,,,,,,AUR,NAL,,
,,,,,,,,,,SAC,,
,,,,,,,,,,AUR,,
,,,,,,,,,,OBS,,
,,,,,,,,,,NAL,,
,,,,,,,,,,OBS,,
,,,,,,,,,,SCL,,
,,,,,,,,,,AST,,
,,,,,,,,,,OBS,,
,,,,,,,,,,EMA,,
,,,,,,,,,,OBS,,
,,,,,,,,,,NAL,,
,,,,,,,,,,ACE,,
,,,,,,,,,,PRT,,
,,,,,,,,,,OBS,,
,,,,,,,,,,NAL,,
,,,,,,,,,,PRT,,
,,,,,,,,,,OBS,,
,,,,,,,,,,PRT,,
,,,,,,,,,,OBS,,
,,,,,,,,,,PRT,,
,,,,,,,,,,LIT,,
,,,,,,,,,,OBS,,
,,,,,,,,,,SCL,,
,,,,,,,,,,PRT,,
,,,,,,,,,,LCD,,
